candidate_id,topic_entropy
C0001,0.839461748050528
C0002,1.6967804769497994
C0003,1.0052074756881477
C0004,1.630177959949331
C0005,1.304872541876316
C0006,1.4028276646054767
C0007,1.220805693799507
C0008,1.3227637430601724
C0009,0.9196957020060519
C0010,1.3257084567866186
C0011,1.1725476269209698
C0012,1.6752263604486686
C0013,0.7618132127683005
C0014,1.3903105988717275
C0015,1.232083241894286
C0016,1.3143407053625213
C0017,1.1425001765614766
C0018,1.4037649321958539
C0019,1.4660453270899318
C0020,1.559659351044302
C0021,1.7957442081880928
C0022,1.0335529780133483
C0023,1.0305534356582962
C0024,0.7896949263609775
C0025,0.7566199756619738
C0026,1.3387353287426897
C0027,0.9928820116099506
C0028,1.4819508582610341
C0029,0.9656262157053035
C0030,1.7689549729889278
C0031,0.5980548026540312
C0032,1.3323302200813925
C0033,1.1396253631275917
C0034,0.7904274701588261
C0035,0.8687107709681718
C0036,1.1829424774734147
C0037,1.1940439876311355
C0038,1.2924663901732423
C0039,1.659899991517497
C0040,0.9024020542463892
C0041,0.864265132687033
C0042,1.15821814697262
C0043,1.7544881550538323
C0044,0.9493488492719466
C0045,1.0849350194657938
C0046,1.4381827202600934
C0047,0.9619230195379327
C0048,1.2472725099496176
C0049,1.2010722785295127
C0050,1.4602502886743571
C0051,1.3402131331812641
C0052,0.716928751625321
C0053,1.0218303231800074
C0054,1.2100984669837072
C0055,1.9506343094124583
C0056,1.1385843101477937
C0057,1.3845715476266551
C0058,1.2867469792621546
C0059,1.930423705872471
C0060,1.3143029300893583
C0061,0.8158586766434144
C0062,1.8279324408343727
C0063,0.8704095205307734
C0064,1.7206066513874925
C0065,1.0251286059207274
C0066,1.3555824147303515
C0067,0.8666120509023647
C0068,1.2490927566464587
C0069,0.9044012382539479
C0070,1.187251566745755
C0071,1.0336081227032754
C0072,1.3028562035367737
C0073,1.3376968396229185
C0074,1.5872574619200774
C0075,1.0685161398722336
C0076,1.7573075311352775
C0077,1.253973957748235
C0078,1.0802548788796391
C0079,1.6245663745260723
C0080,1.3828189278239527
C0081,0.738840742743279
C0082,1.6812349753781353
C0083,1.0321345406163542
C0084,1.0740977842989439
C0085,0.5332555753496773
C0086,1.0899211095457368
C0087,1.1859989563262172
C0088,1.2223248570708738
C0089,0.999014255117125
C0090,1.1083489999799259
C0091,0.7421081292013112
C0092,1.666995670219788
C0093,1.0033272381020115
C0094,1.0943281400541032
C0095,1.392258558272414
C0096,1.5815046414521827
C0097,1.1904679545838042
C0098,1.293119898990615
C0099,0.9842223604341838
C0100,1.1540769073599304
C0101,0.42584844923858145
