candidate_id,tfidf_partisan_score,w2v_partisan_score,w2v_pc1_style_score
C0001,-0.07409957336199743,0.06234057792676286,-0.029393516194417296
C0002,0.2383160712763778,0.09777262359664592,0.2078653960799869
C0003,-0.35926747147469257,-0.11137516508801386,-0.14959536941924004
C0004,0.28400275820972637,0.17898073331948733,0.3169900514822438
C0005,-0.27120626092531563,-0.1929484778887562,0.13031209439907654
C0006,0.2476797224619187,0.12047284025268214,-0.14418119217330633
C0007,-0.3029320054392678,-0.14632876241743017,0.30451563353722866
C0008,0.23615195048279597,0.029984704629929602,0.04744546160310029
C0009,-0.22055992727705664,-0.09119997777333351,-0.19298342743652755
C0010,0.30553040758193967,0.15572652105862536,0.024633454370494707
C0011,-0.36303949811688363,-0.16871122668299451,-0.06082934815608389
C0012,0.3485773824628144,0.20528844444711525,0.43005131103963434
C0013,-0.2508652301797929,-0.18073763529822198,-0.0897427862131791
C0014,0.27231778647370897,0.08456165941027978,-0.05533514479876528
C0015,-0.24949257627984994,-0.18491393961277744,0.36849988598128414
C0016,0.32479882173529245,0.2604839256532493,0.28878131707156995
C0017,-0.3046496277137445,-0.3378336941529417,0.325890703870801
C0018,0.2936300219580772,0.2096844782548124,0.043974794863384216
C0019,-0.175142466369695,-0.10130385139532645,0.2162709013638143
C0020,0.24437436976274587,0.08878977541850716,0.08573913134146531
C0021,0.19667614926249286,0.033159962538193706,0.21046090633977874
C0022,-0.2421227198921432,-0.1084301875881673,0.023100014118310985
C0023,0.26068274358426613,0.11938504243709995,-0.18812016493581546
C0024,-0.376698367838901,-0.255143756068237,-0.257098768519913
C0025,0.12958030915627142,0.04108604442390203,-0.20618878164313414
C0026,-0.18542847333198317,-0.15050525084864128,0.09566349555731056
C0027,-0.2973821019587215,-0.21743536932645835,0.2046546954945311
C0028,0.26445216697005175,0.10212808654689513,0.012012037478621933
C0029,-0.21402304366515104,-0.0730196150461323,0.017965700459058917
C0030,0.3089576443223761,0.07105865248428891,0.023200693488065485
C0031,-0.3634715184834206,-0.2279678352566665,-0.1452991761101406
C0032,-0.11897869616574669,-0.12479338061443102,0.11963963793614142
C0033,0.2083103148999856,0.08928879139775171,-0.2204184627168301
C0034,-0.29740396181227646,-0.05105054343832413,-0.1752919840606025
C0035,0.2363409345767979,0.08886345382727757,-0.06576829422913358
C0036,-0.25757894590065583,-0.09264542908230851,-0.16491753628257008
C0037,0.22671449837346108,0.21610149644721016,0.029137449709880494
C0038,-0.23804429287773918,-0.17356268925135948,0.1584301005190987
C0039,0.22777761012712147,0.09077023037943917,0.1332420064771242
C0040,-0.3326970761848051,-0.18002434459131872,-0.06942888947377723
C0041,0.17362895247655188,0.3385613394702854,-0.39933264576863114
C0042,-0.28162921424736304,-0.19912794662057662,-0.025768417273644827
C0043,0.2840776318534523,0.13185170306850866,0.21040759989870775
C0044,-0.18178064173304787,-0.10543734937248954,-0.30093126935693226
C0045,0.30564892950423844,0.10716509696764993,-0.22179759388141845
C0046,0.3701692871552957,0.16402971076401615,0.007849005131503143
C0047,-0.3104038872343006,-0.1631287026504412,0.05703610985547256
C0048,0.2956685094546211,0.16534735372491352,-0.2002840970393543
C0049,-0.07512161169700186,-0.025686346253577762,-0.14904362506425825
C0050,0.28777814217352177,0.18603703452931974,0.03172641603830975
C0051,-0.11976045357967237,-0.05613260050389376,0.04188346203315049
C0052,-0.23152789236755472,-0.10459882620997822,-0.13779666104602367
C0053,0.21668813670101747,0.08754404229875898,0.04057813998660134
C0054,-0.2209692326525242,-0.04600115883874284,-0.09491770934571744
C0055,0.3342216585632017,0.14970964179720092,0.36197615665319893
C0056,-0.370371369495599,-0.27586107729296,0.16349520992001346
C0057,0.2999540115981375,0.1387678129543205,0.004392615532195382
C0058,0.10812216434597617,0.013708819650978329,0.14269349265727255
C0059,0.07952824904560366,-0.0007239819195175381,0.43488833944758853
C0060,-0.14143446771689405,-0.104164949616777,-0.14890949990526955
C0061,-0.22708204822483757,-0.09703493080757518,-0.2787762312116539
C0062,0.31343086196886066,0.11941270671817183,0.3583600114479232
C0063,-0.3526884531265082,-0.12416453107707844,-0.22947269020498068
C0064,0.24451082957595413,0.09591226229700213,0.005304021242871444
C0065,-0.21390553338669424,-0.24729988383031573,0.38017719019431373
C0066,0.24142313986232455,0.10380646219474339,0.05576882888804902
C0067,-0.3117343022159807,-0.1998069341438621,-0.17354567039809557
C0068,0.3793003476515143,0.2556376341783184,-0.16463546461358392
C0069,-0.30279458525256286,-0.05811244012980042,-0.17995027560896448
C0070,0.2243692925033239,0.04574714350663576,-0.14183085144812363
C0071,-0.32519301663809896,-0.20014795103755922,0.16477621573519066
C0072,0.28036987995310625,0.09333814010816223,-0.08635304090900052
C0073,-0.24085130606562422,-0.11924241407252846,-0.24618710267416352
C0074,0.23609432467146588,0.09689514837573132,0.09660035402590104
C0075,-0.26385741388135875,-0.05127400066088899,-0.2635013077165389
C0076,0.08371791620104471,0.006454589545731626,-0.13801090078285963
C0077,-0.230344183092494,-0.16591886459142696,-0.24380603437467444
C0078,0.19593318233503476,0.15219417609649968,-0.18013035989159637
C0079,-0.16781133504903906,-0.15217868729517633,0.32918254247888934
C0080,0.10884550744790283,0.06168307442343057,0.1676738254501999
C0081,-0.3574191942148295,-0.26899315082883485,-0.18229231916629482
