candidate_id,z_behav_A,z_llm_score,z_tfidf,z_w2v,z_ws1_tierA,z_ws1_tierB,z_truth,disagreement,max_span,n_tweets,retweet_share,party,truth,llm_sd,small_bundle
C0591,-1.3008546421718838,-1.3046673109321552,-1.459647786852892,-1.6651908981351766,-0.21705466813771768,0.6145205089066614,-1.5192343123249565,0.8924795810302584,2.2797114070418383,52,0.15384615384615385,D,-1.0,0.0223606797749979,False
C0256,-1.2652423109752555,-0.9371126630020324,-0.6230287901196,0.38468838728931404,-1.3360495847220308,0.0020911479403720053,-1.0684171564702973,0.6964958828692254,1.720737972011345,38,0.15789473684210525,D,-0.6995,0.0353553390593274,True
C0501,-1.1705135099922248,-0.9196100607196455,-1.1963495425000992,-2.243542632959782,-1.8590085404265078,-2.657643594093598,-1.1725326660087778,0.6894799910634022,1.7380335333739527,116,0.6982758620689655,D,-0.7689,0.151657508881031,False
C0742,-1.2810700137293125,-1.0071230721315798,-0.977231705062021,-2.4152168097579354,-1.4307557019614812,-2.4715658982751307,-1.2119885435428128,0.6773271817766315,1.4943341932131098,80,0.675,D,-0.7952,0.0741619848709566,False
C0474,1.042436750566246,0.865655372083808,0.3631378881450537,0.7207793864717901,0.1849804013696841,-0.7708191945220724,0.5048672074058461,0.65587541531933,1.8132559450883183,17,0.4117647058823529,R,0.3492,0.0273861278752583,True
C0692,-0.2965869024269709,-0.5100491673117946,-0.5518362138999079,0.118087695046174,0.4415880597667002,1.1382620128289815,-0.9059429535449741,0.6539137776545877,1.6900982267288893,41,0.07317073170731707,D,-0.5912,0.0626897120746299,True
C0089,-0.7239348767865084,-1.1296412881082871,-1.1724159834097656,-0.21009874955267546,-0.8615737075116372,0.5304749641034358,-0.7275663817276066,0.6514257931495265,1.7028909475132012,79,0.05063291139240506,D,-0.4723,0.0418330013267037,False
C0853,-1.065813256274138,-1.1821490949554476,-1.0201893218156965,-0.5455569842541744,-0.1956398407950569,0.4417708625526967,-1.008558239603073,0.629923984843588,1.6239199575081442,76,0.14473684210526316,D,-0.6596,0.0741619848709565,False
C0088,,1.0826876403854044,0.5316273652468834,0.16260863808354556,0.5756754288355882,1.7286776796533083,0.6974959022868386,0.6061448847390511,1.5660690415697627,43,0.0,R,0.4776,0.0676756972627545,True
C0075,-1.1390729090214875,-1.1296412881082871,-1.0268756283907226,-0.25282881204594954,-0.7386804328935711,0.36984829608110364,-0.8376827851876132,0.6028156327448043,1.508921205102591,109,0.12844036697247707,D,-0.5457,0.1244989959798872,False
C0398,0.6435786411640113,0.6906293492599399,0.5003489158977911,0.29498900588737376,1.3015843285182216,1.8951727356227275,0.7043969302965938,0.5976756332274121,1.6001837297353538,40,0.05,R,0.4822,0.0273861278752582,True
C0695,0.734390085715413,0.9006605766485817,0.7392016613528779,0.03375933556779074,0.6866236330986434,-0.6363419937358605,0.6232348400079513,0.5945181607604095,1.537002570384442,124,0.5161290322580645,R,0.4281,0.1499999999999999,False
C0101,,-0.9896204698491929,-0.502515238144336,-0.4156375931319944,-0.562526303948777,0.6005007011064095,-1.1528797384157792,0.5878843836469909,1.5901211709556025,18,0.0,D,-0.7558,0.0570087712549569,True
C0170,-0.8777801475559417,-1.147143890390674,-1.223115651558354,-0.8356995787349052,-0.534192096210111,0.31673666960391017,-1.4673265799037545,0.5626982830466941,1.5398523211622641,68,0.14705882352941177,D,-0.9654,0.0570087712549568,False
C0580,0.8999874257797337,1.0231787926252893,0.5469508295495163,0.49349185079810076,-0.4827338780194493,0.38940080461474097,0.685494114443786,0.531252492953836,1.5059126706447385,64,0.046875,R,0.4696,0.0570087712549568,False
C0832,1.498274589883086,1.030179833538244,0.9646611841237952,0.8767522459591033,-0.0068050372311494745,0.4191483590892502,0.9540341174320854,0.5233553231919091,1.5050796271142355,109,0.027522935779816515,R,0.6486,0.1504327092091344,False
C0142,1.120554122223366,1.226208979100976,1.1041432362653372,0.868104306866345,1.6176145007820852,0.06253164542444302,1.1732167679158316,0.5204306976043117,1.5550828553576421,105,0.6,R,0.7947,0.0687749954561976,False
C0489,-1.2937321759325582,-1.1716475335860155,-1.2028181121545238,-0.4097925780190888,-0.9670955006418185,-0.019503456270008594,-1.0859697711907617,0.5141683487454743,1.2742287196625497,102,0.06862745098039216,D,-0.7112,0.0896102672688794,False
C0265,-1.1104060883812203,-1.1121386858259004,-1.2183863493512759,-1.8034883019514056,-1.4044241920684672,-2.4073739427080643,-1.3086029356793853,0.5109925016950669,1.296967854326844,215,0.6465116279069767,D,-0.8596,0.1620185174601965,False
C0834,1.2174459210182471,1.3907334405554121,1.0472154701050342,0.9595248424267613,0.5053373467492904,0.009178653962366286,1.3931495301397685,0.5106715700013527,1.3815547865930458,58,0.2413793103448276,R,0.9413,0.0273861278752582,False
C0662,-0.9482925633252653,-1.3746777200617024,-1.3231668493585897,-0.4932887910303783,-0.9255576658904093,-0.058731944474493085,-1.5192343123249565,0.5035470684416092,1.3159457755872093,143,0.11888111888111888,D,-1.0,0.0935414346693485,False
C0736,0.9569671556943387,1.3032204291434781,1.45748216774114,2.1458038091280267,1.3234006946399817,0.6742362059251636,1.0805029568282511,0.4998744089961552,1.471567603202863,75,0.41333333333333333,R,0.7329,0.0447213595499958,False
C0343,-1.1299154524280686,-1.2276558608896535,-1.6355993420259594,-1.0526365624152603,-0.888100308109689,-0.16042843630940368,-1.3609607351447017,0.4881354497213666,1.4751709057165556,112,0.15178571428571427,D,-0.8945,0.0634822809924155,False
C0196,-1.1857705824101488,-1.0491293176093082,-1.103155084789374,-1.455158989081416,-1.441071430068327,-2.3612249566888837,-1.5192343123249565,0.485681677595742,1.3120956390795755,174,0.6609195402298851,D,-1.0,0.0350713558335003,False
C0481,-1.3792017708044655,-1.0771334812611268,-1.2644256211462332,-0.3821790821677015,-0.9541612110988082,-0.18525263174493078,-0.8901906070009679,0.4840682445023199,1.1939491390595347,120,0.058333333333333334,D,-0.5807,0.1204159457879229,False
C0634,-1.1719134430116784,-1.241657942715563,-1.140445991853355,-1.366955382956967,-1.403079578454185,-2.404890030200048,-1.2637462536159767,0.47693511592284504,1.2644440383466933,105,0.5619047619047619,D,-0.8297,0.0487852436706018,False
C0244,-1.2611723302670694,-1.0946360835435138,-1.3609957275678182,-1.1505871015866282,-0.5416331384046714,-0.1715981818052888,-1.4835289934918754,0.46844385177652503,1.1893975457625294,142,0.19718309859154928,D,-0.9762,0.1431782106327635,False
C0049,-0.2965869024269709,-0.9161095402631683,-0.2935443799784848,-0.09985626633551176,-0.23222921863880785,0.5291803572602746,-0.4474746579403691,0.46296402984716933,1.445289897523443,59,0.11864406779661017,D,-0.2856,0.1351665639128257,False
C0250,-0.9925536035267889,-1.1821490949554476,-1.0341340627512394,-1.6381453584809778,-1.6197520711326008,-2.1806569137639946,-0.8759384839373431,0.4585975305865692,1.1881033102372056,48,0.5833333333333334,D,-0.5712,0.0223606797749979,True
C0450,-0.7866125796925736,-0.7970918447429381,-1.1426073510654986,-0.19319292247737058,-0.8159519711912798,0.08066856916995864,-0.8682873441873972,0.45673380683213277,1.2232759202354573,315,0.09523809523809523,D,-0.5661,0.2539685019840058,False
C0552,1.2323691836149293,1.2857178268610914,1.0881284459838754,1.0330662138291027,2.2750015687079674,1.3378433188930028,1.4812126484381662,0.4558314486236073,1.2419353548788648,40,0.45,R,1.0,0.0670820393249937,True
C0631,1.0037719338384785,0.9951746289734703,0.9679993055727487,0.15021513902735778,1.323528324526869,0.32990673168773754,1.0311456043236977,0.4527661113539177,1.1733131854995111,141,0.40425531914893614,R,0.7,0.1087658034494298,False
C0747,-0.5886080182393214,-0.3770293899656549,-0.567132828807808,-0.9708588746103441,-1.1140342244362373,-1.5708385953428676,-0.6350025929880643,0.44151208147182647,1.1938092053772127,54,0.4444444444444444,D,-0.4106,0.1151086443322133,False
C0258,1.2662856895164798,0.7081319515423268,0.9343277270627299,0.6055094697678046,1.4862027131956097,0.29566632266601856,1.1210089907985534,0.43953067223780296,1.1905363905295911,32,0.46875,R,0.7599,0.0651920240520265,True
C0534,1.1215106614681467,0.970670985778129,1.1747717546853609,1.1747806149863682,1.1923401518507941,0.08312127954865195,1.0131429225591189,0.43383177565155195,1.1092188723021421,189,0.5238095238095238,R,0.688,0.1244989959798873,False
C0597,-0.08291291524720208,-0.04447994660030566,0.06697940640189888,-0.5882008591100938,0.24335346134601543,-0.8914163870958095,0.15771549404555277,0.4319571614828979,1.134769848441825,25,0.52,R,0.1178,0.0223606797749979,True
C0621,-0.11710075319596507,0.20055648535310955,-0.0217892707334187,-0.6518715348332415,0.5492999857488771,-0.43542184951313095,0.053750006855110576,0.4319386214094442,1.2011715205821185,88,0.4659090909090909,R,0.0485,0.1837117307087383,False
C0836,1.1136614129595024,1.0581839971900628,0.9544356719384722,0.49595386738469555,1.169455563404907,0.10112860719403459,1.0317456937158505,0.4253985483634003,1.0683269562108726,226,0.41150442477876104,R,0.7004,0.138744369255116,False
C0340,,1.0756865994724496,0.690867856818314,1.249105283505349,0.8032475992658759,1.7604103606116266,0.7398022044335986,0.4222434753336058,1.0695425037933126,34,0.029411764705882353,R,0.5058,0.0790569415042094,True
C0739,0.9284772907370363,0.6381215424127796,0.6483082838819566,-0.05258226082741844,0.9013170846138895,1.1655939856658648,0.5986311749296936,0.4200587530816796,1.2181762464932833,52,0.1346153846153846,R,0.4117,0.1,False
C0085,-1.3649568383258144,-1.3851792814311346,-1.5198869710262117,-1.0930243454028175,-1.5307648604786004,-0.42808262199199015,-1.5192343123249565,0.4190606223184804,1.1026822384866102,41,0.12195121951219512,D,-1.0,0.0378153408023781,True
C0017,-1.1483356237366695,-1.224155340433176,-1.1853734054366605,-1.9659895853506264,-1.6377752900499425,-2.092275656213824,-1.1681820179156712,0.418311406590955,0.9439400324771545,210,0.5523809523809524,D,-0.766,0.1312630945848832,False
C0758,0.9379739123894705,0.953168383495742,1.1744324991408217,1.7154965751639972,1.8233960893346008,1.746903464735411,0.8620704180846959,0.4153931912455829,0.8854221769451304,71,0.2676056338028169,R,0.5873,0.1262933094031508,False
C0798,,0.40358667182879643,0.46302865345095173,-0.09714409335604796,0.27022303671056763,1.0376500068085432,1.4297549830610787,0.4102989425176056,1.1347941001645911,24,0.041666666666666664,R,0.9657,0.0743639697703128,True
C0062,1.1156337882257772,1.1281944063196099,1.2161727340469888,0.7676000139447172,1.135688524209509,0.16581131980456806,1.2243743885968428,0.40196264374163515,1.0503614142424207,246,0.532520325203252,R,0.8288,0.1254990039801113,False
C0134,1.0587166733989906,1.173701172253816,1.1813955866097265,0.9686762327717597,0.3002226248032312,0.3746540224724612,0.9718867768486261,0.40003954899436023,0.8811729618064954,91,0.3076923076923077,R,0.6605,0.0563914887194867,False
C0496,0.8038341315488378,0.970670985778129,0.7318599283425263,-0.014755470402050197,1.007861691610557,1.0234473307575538,0.9060269660598756,0.394449576094571,1.038202801159604,95,0.17894736842105263,R,0.6166,0.1193733638631332,False
C0710,-1.1327025044347614,-1.1366423290212422,-1.3722629728714124,-0.6674848020159243,-0.5142895916822011,-0.4198469551458334,-1.152579693719703,0.39050453592664536,0.9524160177255789,189,0.24338624338624337,D,-0.7556,0.1150217370760848,False
C0242,-0.5996154660637337,-0.699077271961572,-0.5434936152845724,0.2515652820497523,-0.4486886304501484,0.036529265519806314,-0.5452892288612469,0.38498115158382185,0.9506425540113244,249,0.18072289156626506,D,-0.3508,0.2114946807841748,False
C0567,-1.236752446017953,-0.9371126630020324,-1.1235042725483624,-0.7152981011785114,-1.0713637389839785,-0.18294859092377835,-0.7905757679036322,0.38455889107383195,1.0538038550941748,177,0.011299435028248588,D,-0.5143,0.1060660171779821,False
C0506,-1.1279729616355254,-1.3676766791487478,-1.1545133965736243,-0.7209947907426789,-1.1710316605223832,-0.32232658101199235,-1.1263257828130255,0.3843735921259779,1.0453500981367554,163,0.13496932515337423,I,-0.7381,0.0763544366752842,False
C0228,0.6780952083238201,0.662625185608121,0.5087754390366678,0.4015132888828411,0.4486155329024776,-0.34746492633718223,0.5296208948321418,0.3791646493900364,1.0255601346610024,262,0.3969465648854962,R,0.3657,0.1128273016605466,False
C0765,0.8401587093693984,1.1807022131667704,1.1933921148211386,0.9673454833890592,1.1767921805592831,0.21866811369034705,0.987189056348518,0.3764548152362831,0.9747240011307916,86,0.47674418604651164,R,0.6707,0.0651920240520264,False
C0803,-1.279487243453907,-1.136642329021242,-0.9145777652998004,-0.6391242468312721,-0.9362759694337202,-0.2615630314027382,-1.0789187208329682,0.3655681547983237,1.017924212051169,94,0.0425531914893617,D,-0.7065,0.1083051245324984,False
C0237,-1.0017110601202075,-1.0351272357833985,-1.2333381807290267,-0.6571561953096946,-0.9752117558302474,-0.20984227894391483,-1.034512105813674,0.3652066683068476,1.023495901785112,126,0.12698412698412698,D,-0.6769,0.0996493853468248,False
C0201,0.5626074460222041,0.7081319515423268,0.6465523832639041,0.6387960068534945,0.8102673851308099,-0.19555975489007177,0.47576287188644373,0.3641944291749844,1.0058271400208816,80,0.475,R,0.3298,0.138744369255116,False
C0264,1.08802053449793,1.0336803539947212,1.227738175348352,0.39137879352926686,0.988239062636196,0.4218504115342067,1.4812126484381662,0.3592776001648335,0.8363593818190852,99,0.40404040404040403,R,1.0,0.1066770828247566,False
C0294,-1.0039214806772399,-1.0771334812611268,-0.6419732774825826,-1.2904249673473533,-1.2557718919826106,-1.7194192168299165,-0.7215654878060803,0.3573723793062145,1.077445939347334,124,0.46774193548387094,D,-0.4683,0.0974679434480896,False
C0068,1.3558252650965736,1.173701172253816,1.472108023530375,1.58200346066487,0.7817498852144724,1.7980524364562478,1.3053864565374473,0.3529418045251506,1.0163025512417754,125,0.096,R,0.8828,0.0904433524367601,False
C0366,0.5312471736180757,0.613617899217438,0.6759865860395251,1.1938008362599188,1.342999140937189,0.570638083847768,0.4637610840433912,0.3527425997130385,0.8117519673191134,151,0.46357615894039733,R,0.3218,0.1011434624679222,False
C0445,0.07734257513762426,-0.044479946600305846,-0.4449914631981518,0.3941770473230166,0.1949180637834256,0.531354469571161,-0.08187019577138258,0.3458508919317821,0.9763459327693127,90,0.17777777777777778,I,-0.0419,0.1294217910554478,False
C0376,-0.48889349088876255,-0.27901481718428883,-0.7052390519722568,-0.33609562324885184,-1.0705636479491294,-0.10882571375299789,-0.6425037103899721,0.3453937405512362,0.9617379341961315,93,0.0967741935483871,D,-0.4156,0.1453616180427281,False
C0423,1.3487027988572478,1.2157074177315441,1.0115396317153165,1.0743921769328513,0.3842702394541617,0.8102187901369224,1.0823032250047089,0.3420286059573152,0.964432559403086,146,0.0547945205479452,R,0.7341,0.1254990039801113,False
C0146,0.7974239119334446,0.7081319515423268,0.7923264776745571,1.4901301893563672,0.5641105243299794,1.0705544770346336,0.8271152109918054,0.33136302974901094,0.9260196650263878,76,0.13157894736842105,R,0.564,0.108397416943394,False
C0442,0.8601016148395103,1.040681394907676,1.197726215146949,0.6288763339615481,0.602133281023411,0.28374842972850417,1.2845333501601435,0.3313199640149354,0.9139777854184448,137,0.22627737226277372,R,0.8689,0.0974679434480896,False
C0419,0.9251255419185299,0.8481527698014212,0.8475224508608025,0.48988304315258363,0.7029186299217594,0.0488474232307627,0.8074622833988069,0.3297153142413062,0.8762781186877672,91,0.37362637362637363,R,0.5509,0.0570087712549569,False
C0814,0.10634118768344998,0.6556241446951663,0.19604724466372112,0.12222577307061358,-0.15877647636567327,-0.2754847021341771,0.0024423638260611807,0.3243699026002011,0.9311088468293434,66,0.22727272727272727,I,0.0143,0.1781852968120546,False
C0416,-0.5529956870426933,-0.4820450036599757,-0.2741456450266784,-0.17464651032592757,-0.5095398025514831,-1.1012524649567246,-0.458876356391269,0.32252107633620397,0.926605954630797,67,0.4626865671641791,D,-0.2932,0.0547722557505166,False
C0872,0.9785270534998649,0.7816428811283512,0.9689320784525283,1.109119307675674,0.6192263489755132,0.22839020045731243,0.7603552661148258,0.3204828846216047,0.8807291072183616,220,0.3409090909090909,R,0.5195,0.0831865373723416,False
C0776,0.7290482360359185,1.1106918040372233,1.0622870806077633,1.3374507416863155,1.0718230696399085,0.44285946482372646,0.7381519586051789,0.3190333822260051,0.894591276862589,53,0.3584905660377358,R,0.5047,0.0273861278752582,False
C0209,-1.0017110601202075,-1.2101532586072665,-0.8628410917798085,-0.5400636545244473,-1.172474042275046,-1.4595297596407515,-1.031511658852911,0.317895186636774,0.9194661051163042,41,0.4146341463414634,D,-0.6749,0.0626897120746299,True
C0508,1.0281918180875949,1.3977344814683668,1.4293490417870576,1.7792543777478704,1.3130932924529366,1.894637896999967,1.366745596885053,0.31703691029075004,0.8664460789123722,97,0.09278350515463918,R,0.9237,0.0527257053058562,False
C0327,0.9911549936431017,0.998675149429948,0.693167546686015,0.6370439429085575,0.9641143992695541,0.1916478239116232,0.6413875441205681,0.3141619367263428,0.8070273255183248,73,0.4246575342465753,R,0.4402,0.0684105255059482,False
C0420,-0.9840597307444874,-1.0946360835435138,-0.9928022362007541,-1.0729002464042523,-0.37338606557527276,-0.5507105155214219,-0.8390329863199566,0.30478367164649633,0.7212500179682411,178,0.25842696629213485,D,-0.5466,0.0894427190999915,False
C0614,-1.279487243453907,-1.3746777200617024,-1.4725020972232612,-0.9800354005857507,-1.2064516402222765,-0.6415625949750866,-1.5192343123249565,0.30375614833044534,0.8309395022481746,191,0.18848167539267016,D,-1.0,0.0353553390593274,False
