candidate_id,party,chamber,incumbent,tfidf,w2v,ws1_tierA,ws1_tierB,behavioral,truth,llm_score,llm_sd,small_bundle,behav_A
C0004,R,House,False,0.2840027582097263,0.1789807333194873,0.0960885041043124,0.0496214381255647,0.6166666666666667,0.7377,0.6599999999999999,0.0894427190999916,False,0.6071428571428571
C0005,D,House,True,-0.2712062609253156,-0.1929484778887562,-0.055993627981823,-0.0720794429692621,-0.6587500000000001,-0.9894,-0.616,0.1152388823271034,False,-0.755
C0006,R,House,False,0.2476797224619187,0.1204728402526821,0.0444747174901127,0.0862873482385367,0.63,0.5295,0.6,0.1414213562373095,False,0.7071428571428572
C0010,R,House,False,0.3055304075819396,0.1557265210586253,0.0687074796143774,0.0734399927172064,0.6868421052631579,0.7616,0.696,0.0364691650576209,False,0.6555555555555556
C0011,D,House,True,-0.3630394981168836,-0.1687112266829945,-0.0924517620044085,-0.0817499580480293,-0.6125,-0.7358,-0.6,0.1581138830084189,False,-0.6116666666666667
C0017,D,House,True,-0.3046496277137445,-0.3378336941529417,-0.1108897207728289,-0.1573374766669137,-0.6370689655172415,-0.766,-0.664,0.1312630945848832,False,-0.6482758620689656
C0040,D,House,False,-0.3326970761848051,-0.1800243445913187,-0.0979395577872948,-0.0814773948179327,-0.5197368421052632,-0.5233,-0.6199999999999999,0.0447213595499957,False,-0.45789473684210524
C0043,R,House,False,0.2840776318534523,0.1318517030685086,0.0907921525565305,0.0640238702388671,0.6659722222222223,1.0,0.674,0.1178134118001851,False,0.6069444444444445
C0046,R,House,False,0.3701692871552957,0.1640297107640161,0.0584603835761756,0.0673328863316705,0.7628378378378379,1.0,0.6900000000000001,0.0587367006223536,False,0.768918918918919
C0049,D,House,True,-0.0751216116970018,-0.0256863462535777,-0.0169247920812327,0.0338888477652284,-0.39285714285714285,-0.2856,-0.488,0.1351665639128257,False,-0.15
C0050,R,House,False,0.2877781421735217,0.1860370345293197,0.0636268475501476,0.0936872051306806,0.6015384615384616,0.5703,0.54,0.1635542723379612,False,0.596875
C0062,R,House,True,0.3134308619688606,0.1194127067181718,0.0745245711073136,0.0073823089990052,0.6870229007633588,0.8288,0.6799999999999999,0.1254990039801113,False,0.6761538461538462
C0066,R,House,False,0.2414231398623245,0.1038064621947433,0.0509122639960714,0.0686178396487502,0.7704545454545454,0.7822,0.45,0.0790569415042094,False,0.7954545454545454
C0068,R,House,False,0.3793003476515143,0.2556376341783184,0.0508627220574428,0.1264487620388437,0.7875,0.8828,0.7060000000000001,0.0904433524367601,False,0.8166666666666668
C0072,R,House,True,0.2803698799531062,0.0933381401081622,0.0389717849673627,0.07646168967617,0.6166666666666667,0.6073,0.5599999999999999,0.1635542723379612,False,0.59375
C0075,D,House,False,-0.2638574138813587,-0.0512740006608889,-0.0507825596785931,0.0222661143427013,-0.6035714285714285,-0.5457,-0.61,0.1244989959798872,False,-0.6428571428571429
C0085,D,House,False,-0.3907426263140205,-0.1918131597776946,-0.1037357557848061,-0.0359402396184578,-0.73,-1.0,-0.756,0.0378153408023781,True,-0.775
C0088,R,House,False,0.1372509711053441,0.0182160496772273,0.0370860327032756,0.1213881088432104,,0.4776,0.654,0.0676756972627545,True,
C0089,D,House,False,-0.3013148053592053,-0.0441265607931473,-0.0589983400226481,0.0339832849432432,-0.4625,-0.4723,-0.61,0.0418330013267037,False,-0.4
C0093,D,House,False,-0.3020307384790553,-0.2002868980522316,-0.0721207703943417,-0.0823485580205244,-0.6071428571428571,-0.6272,-0.616,0.1038267788193393,False,-0.6547619047619048
C0101,D,House,True,-0.1289039680802583,-0.078506958088367,-0.0390061330628439,0.0390914249364008,,-0.7558,-0.53,0.0570087712549569,True,
C0104,D,House,False,-0.2725818987577971,-0.1651019649567364,-0.0710310954816338,-0.0677867776279087,-0.65,-0.5432,-0.62,0.0570087712549568,False,-0.71875
C0107,D,House,True,-0.0926328104288754,-0.0911984257169421,-0.0415753736977427,-0.0543022548207456,0.007894736842105263,-0.0891,-0.06,0.1673320053068151,False,0.022222222222222227
C0111,D,House,False,-0.196921057616427,-0.2209102471525257,-0.0590626170125609,-0.0419969994603146,-0.6214285714285714,-0.5855,-0.5,0.0790569415042094,False,-0.5700000000000001
C0134,R,House,True,0.3044803463138048,0.1530466426181101,0.0186711947870664,0.0226166757823449,0.6357142857142858,0.6605,0.7060000000000001,0.0563914887194867,False,0.6428571428571429
C0142,R,House,True,0.2845980839058635,0.1362240181975382,0.1067427537370767,-0.0001515929313523,0.7190476190476192,0.7947,0.736,0.0687749954561976,False,0.6790322580645162
C0144,R,House,True,0.1192705616305104,0.0536906924837945,0.0543903642920385,0.0097210049612333,0.47200000000000003,0.4417,0.43,0.0570087712549568,False,0.4291666666666667
C0146,R,House,False,0.2043465111076536,0.2402700301118934,0.036312884494691,0.0733802535088403,0.5549999999999999,0.564,0.44,0.108397416943394,False,0.49000000000000005
C0155,R,House,False,0.1327600183646241,0.0561774156556265,0.0006591864290136,0.0015427541032205,0.584375,0.6044,0.37,0.1254990039801113,False,0.48125
C0170,D,House,True,-0.3143632641003572,-0.1487705525610765,-0.0371119071361024,0.0183918013412076,-0.605,-0.9654,-0.62,0.0570087712549568,False,-0.49000000000000005
C0174,D,House,False,-0.3065868889923923,-0.2308517229812763,-0.1081098187074593,-0.1198390990162961,-0.6696428571428571,-0.8467,-0.79,0.0223606797749979,False,-0.6821428571428572
C0184,D,House,False,-0.3479634249688418,-0.2181213910181976,-0.0979543142101543,-0.1101182586356471,-0.6265151515151516,-0.5665,-0.54,0.0547722557505166,False,-0.6075757575757575
C0192,D,House,True,-0.2424311491148474,-0.2433554411185064,-0.0799552482678455,-0.0958217778570795,-0.5837837837837838,-0.6133,-0.49,0.0821583836257749,False,-0.575
C0193,R,House,False,0.2430659890779012,0.1905130975251729,0.0501409201626669,0.0816799532928865,0.61875,0.538,0.72,0.0758287544405155,False,0.6375
C0196,D,House,True,-0.2834892847783877,-0.2523872717422215,-0.0977394836141298,-0.1769564158839343,-0.6686956521739131,-1.0,-0.5640000000000001,0.0350713558335003,False,-0.6701754385964913
C0201,R,House,False,0.1668289626520795,0.0978677137626013,0.0527692016105541,-0.0189784851607141,0.38684210526315793,0.3298,0.44,0.138744369255116,False,0.3526315789473684
C0209,D,House,False,-0.2216402167821883,-0.0993196538788884,-0.0797829506308989,-0.1111808097309554,-0.5588235294117647,-0.6749,-0.656,0.0626897120746299,True,-0.5625
C0226,R,House,False,0.2978524738517255,0.1438625824978567,0.094464136208551,0.0401303524772687,0.6487179487179487,0.785,0.744,0.0378153408023781,False,0.6789473684210526
C0228,R,House,False,0.131369622623221,0.0581775317363876,0.0285917013513835,-0.0300594521686514,0.3918269230769231,0.3657,0.414,0.1128273016605466,False,0.4201923076923077
C0237,D,House,False,-0.3169942132758591,-0.118905674712707,-0.0665953810048693,-0.0200203468453626,-0.615625,-0.6769,-0.5559999999999999,0.0996493853468248,False,-0.5625
C0242,D,House,True,-0.1394504801762872,0.0330957906952668,-0.0313957465445446,-0.0020483783475845,-0.32111111111111107,-0.3508,-0.364,0.2114946807841748,False,-0.32727272727272727
C0244,D,House,False,-0.3498491469223827,-0.2014416581799616,-0.0376093629032414,-0.017230569679751,-0.7428571428571429,-0.9762,-0.5900000000000001,0.1431782106327635,False,-0.7142857142857143
C0250,D,House,True,-0.2657255006901518,-0.2829953260156171,-0.1096848150676315,-0.1637845896236601,-0.5714285714285714,-0.5712,-0.64,0.0223606797749979,True,-0.5571428571428572
C0256,D,House,True,-0.1599202679520886,0.0553632374104822,-0.0907184613867211,-0.0045605222139047,-0.7583333333333333,-0.6995,-0.5,0.0353553390593274,True,-0.7166666666666667
C0258,R,House,False,0.2408930509864395,0.0922998884812138,0.0979574855050641,0.0168547910008726,0.75,0.7599,0.44,0.0651920240520265,True,0.7642857142857142
C0263,D,House,False,-0.2542138070779541,-0.2638476673444801,-0.0488020148792883,-0.106075667450915,-0.5484375,-0.5445,-0.51,0.1431782106327635,False,-0.6140625
C0264,R,House,True,0.3164074333973317,0.0564823388931527,0.0646671367448523,0.0260594922783525,0.725,1.0,0.626,0.1066770828247566,False,0.6599999999999999
C0265,D,House,False,-0.3131460943046371,-0.3106521717362687,-0.0952895069285961,-0.1803228278806868,-0.6280575539568345,-0.8596,-0.6,0.1620185174601965,False,-0.6260869565217392
C0267,D,House,False,-0.2140834379078556,-0.1541631236754559,-0.0669846600048799,-0.0407754948315856,-0.73,-0.8868,-0.55,0.0353553390593273,True,-0.7
C0277,R,House,True,0.2149687029331764,0.1256524950737901,0.0173259133792074,0.064413008987236,0.6,0.4851,0.526,0.1270039369468521,False,0.5
C0293,R,House,True,0.2647043524889075,0.1276882329310671,0.0397118454204849,0.0653362512195496,0.7,0.6445,0.8300000000000001,0.0447213595499957,False,0.7250000000000001
C0294,D,House,True,-0.1647959677496431,-0.2248322801083856,-0.0853516592397006,-0.1301388641104704,-0.5637931034482759,-0.4683,-0.58,0.0974679434480896,False,-0.5637931034482759
C0299,R,House,False,0.1254820149082359,0.0784322342065591,0.0176325828848966,0.0030479709038234,0.4583333333333333,0.5355,0.37,0.0908295106229247,False,0.5333333333333333
C0305,R,House,True,0.3651908782062077,0.2025581653282576,0.0812332330702135,0.0495275983316225,0.7094827586206897,0.9872,0.73,0.0447213595499958,False,0.696551724137931
C0321,D,House,False,-0.2901611336026103,-0.160037600507267,-0.1100476995524158,-0.0745219207335519,-0.5774193548387097,-0.759,-0.52,0.1254990039801113,False,-0.49666666666666665
C0324,R,House,False,0.1256588313030963,0.0581523980498461,0.0787819811649047,0.0528735892340439,0.65,0.6399,0.5860000000000001,0.0415932686861708,True,0.5499999999999999
C0327,R,House,True,0.17882620166443,0.0975746467516919,0.0630543313597685,0.0092669943384401,0.5435483870967742,0.4402,0.6060000000000001,0.0684105255059482,False,0.6033333333333334
C0330,D,House,False,-0.2746553667735254,-0.2426222721788808,-0.0434562050847222,-0.073516979282655,-0.6630841121495328,-1.0,-0.6759999999999999,0.0559464029227974,False,-0.6254716981132076
C0333,D,House,True,-0.2766063887570968,-0.1011185847960246,-0.0721373166599994,-0.0490862113163794,-0.6211538461538461,-0.7233,-0.6,0.1224744871391589,False,-0.5807692307692307
C0338,R,House,False,0.3328938609541513,0.213377168166156,0.0836935479464196,0.0818930701213893,0.7025,1.0,0.75,0.0790569415042094,False,0.765
C0340,R,House,False,0.1782343356926805,0.199953893867782,0.0522999080799859,0.1237029002846259,0.4,0.5058,0.65,0.0790569415042094,True,
C0343,D,House,False,-0.4205232571143251,-0.1850575120334302,-0.0607717220442875,-0.0164157746326314,-0.6617647058823529,-0.8945,-0.666,0.0634822809924155,False,-0.6375
C0347,D,House,False,0.0487018314192032,0.0458052115406892,0.0162213993044507,-0.004910593365246,0.18448275862068964,0.0321,0.12,0.2079663434308542,False,0.16428571428571428
C0357,D,House,False,-0.1500839188565986,-0.1042965563604712,-0.0295570933793119,-0.0218019966019115,-0.36590909090909096,-0.3675,-0.29,0.201246117974981,False,-0.4
C0366,R,House,False,0.174404376742972,0.1907031418669484,0.0883839014516188,0.0369130482987833,0.30357142857142855,0.3218,0.386,0.1011434624679222,False,0.3342857142857143
C0371,I,House,False,0.0854860491954169,0.0778569717065058,0.0303607079447647,0.0269058117868594,0.2516129032258065,0.2706,0.1399999999999999,0.138744369255116,False,0.24666666666666667
C0376,D,House,False,-0.1810785368137272,-0.0652020057075704,-0.0729699381437642,-0.0126515310540883,-0.29444444444444445,-0.4156,-0.124,0.1453616180427281,False,-0.26249999999999996
C0398,R,House,True,0.1292009074516197,0.0403592590089785,0.0856151982586903,0.1335333584394308,0.2,0.4822,0.43,0.0273861278752582,True,0.4
C0399,D,House,False,-0.2662697859045786,-0.0957555506286349,-0.0630316786063569,-0.0421090528420024,-0.6333333333333333,-0.6653,-0.636,0.094762861923857,False,-0.6291666666666667
C0412,D,House,True,-0.0562518521755861,-0.0367660306982446,-0.0045960818055253,-0.0363102595399192,-0.12597402597402596,-0.1042,-0.16,0.1193733638631332,False,-0.14736842105263157
C0416,D,House,True,-0.0701290032265214,-0.0381964794109856,-0.0354638280991829,-0.0850456963291776,-0.31129032258064515,-0.2932,-0.24,0.0547722557505166,False,-0.3
C0417,R,House,False,0.2955444487390535,0.1392299984730338,0.0881925664709501,0.0471196414833389,0.7152173913043478,0.6738,0.43,0.0758287544405155,False,0.759090909090909
C0419,R,House,True,0.2185521736908416,0.0729591039578068,0.0455926185489808,-0.0011498105246898,0.5705882352941177,0.5509,0.52,0.0570087712549569,False,0.5647058823529412
C0420,D,House,True,-0.2550880221200781,-0.1884470100673504,-0.0263615464690835,-0.0448855285082807,-0.55,-0.5466,-0.5900000000000001,0.0894427190999915,False,-0.5521739130434782
C0423,R,House,False,0.2607649039783034,0.1707297048432558,0.0242900274087851,0.0543896481856592,0.75,0.7341,0.73,0.1254990039801113,False,0.8125
C0428,D,House,True,-0.3297462331485413,-0.1712433613647765,-0.0928797531532993,-0.1036104788166428,-0.628,-0.722,-0.71,0.1193733638631332,False,-0.573
C0442,R,House,False,0.3086833231865629,0.0962084541836102,0.0388548186895404,0.0159854211355372,0.6403225806451613,0.8689,0.63,0.0974679434480896,False,0.5266666666666667
C0445,I,House,False,-0.1140992044312976,0.0569504016470664,0.0116312721773496,0.0340474418839077,-0.003124999999999996,-0.0419,0.0099999999999999,0.1294217910554478,False,0.06875
C0449,R,House,True,0.2727512519441506,0.1938315420422619,0.0933565126575796,0.0582656573964187,0.6394736842105263,0.6047,0.6839999999999999,0.0776530746332687,False,0.5833333333333334
C0450,D,House,False,-0.2936430251784279,-0.0412987300953991,-0.0559483914743054,0.0011714341370152,-0.5633333333333332,-0.5661,-0.42,0.2539685019840058,False,-0.43666666666666665
C0451,R,House,True,0.3247943275122502,0.124838491034467,0.0901753611030292,0.0819707803012571,0.7574074074074074,0.9568,0.8,0.0353553390593273,False,0.7730769230769231
C0456,D,House,True,-0.0708353193083995,-0.0464254981840867,-0.0020342646831841,-0.0462591948678432,-0.184375,-0.1955,-0.26,0.2162174831043965,False,-0.194375
C0474,R,House,False,0.0938872160638291,0.111581039739324,0.0109669099347581,-0.0609417100518832,0.3071428571428571,0.3492,0.53,0.0273861278752583,True,0.6333333333333333
C0481,D,House,False,-0.3249951173934777,-0.0729103668074837,-0.0651880895792506,-0.0182266154881413,-0.7642857142857142,-0.5807,-0.58,0.1204159457879229,False,-0.7833333333333333
C0485,D,House,True,-0.3550094432081753,-0.1777151143373273,-0.0619929659283042,-0.0429870418190176,-0.6573770491803279,-0.8585,-0.53,0.0570087712549568,False,-0.6233333333333333
C0489,D,House,False,-0.3091393323641264,-0.0775292648296195,-0.0660527852440218,-0.0061357753440327,-0.75,-0.7112,-0.634,0.0896102672688794,False,-0.7333333333333334
C0496,R,House,True,0.1887843722812913,-0.0114515713400819,0.065978967761865,0.0699439469712703,0.5647058823529412,0.6166,0.5900000000000001,0.1193733638631332,False,0.49375
C0501,D,House,True,-0.3074745312454552,-0.384259877550336,-0.1256798205203051,-0.1985791500563715,-0.6598765432098765,-0.7689,-0.4899999999999999,0.151657508881031,False,-0.66125
C0504,D,House,False,-0.2573635794357742,-0.210433550660656,-0.0424365262688839,-0.0699155526777352,-0.6729166666666666,-0.6739,-0.6100000000000001,0.0547722557505166,False,-0.6458333333333334
C0506,I,House,False,-0.2967072571400207,-0.1295839301486816,-0.0796865231275308,-0.0282256951442597,-0.6749999999999999,-0.7381,-0.746,0.0763544366752842,False,-0.6363636363636364
C0508,R,House,True,0.3682955653824044,0.2886317134387816,0.0863846066739932,0.1334943437760265,0.7111111111111111,0.9237,0.834,0.0527257053058562,False,0.625
C0515,D,House,True,-0.2831897914621029,-0.2414683499615316,-0.1100722773089489,-0.1239859449258382,-0.7166666666666667,-0.7232,-0.71,0.0223606797749979,True,-0.7166666666666667
C0534,R,House,False,0.3027755856964354,0.1875216373267844,0.0783119006441048,0.0013503510397606,0.7010101010101011,0.688,0.5900000000000001,0.1244989959798873,False,0.6795918367346938
C0549,D,House,True,-0.1802130226518787,-0.1403560066186283,-0.0442631218758314,-0.0690929001786841,-0.4928571428571428,-0.655,-0.44,0.0651920240520264,False,-0.635
C0552,R,House,False,0.2804763936095203,0.1638171280992587,0.1506910313615989,0.0928780679019045,0.7361111111111112,1.0,0.77,0.0670820393249937,True,0.7444444444444445
C0567,D,House,False,-0.2887265091347863,-0.1286310472430812,-0.0730234266053419,-0.0180585435253443,-0.75,-0.5143,-0.5,0.1060660171779821,False,-0.7
C0580,R,House,False,0.1411947364005808,0.0735627477190262,-0.0336717724430947,0.0236924035198218,0.3166666666666667,0.4696,0.62,0.0570087712549568,False,0.55
C0586,R,House,False,0.2123460711740862,0.1544774601803571,0.0524554064979124,0.0427144602740349,0.6111111111111112,0.568,0.4,0.0612372435695794,True,0.4375
C0587,D,House,False,-0.1526851559899524,-0.0325573708836653,-0.0528225948705976,-0.0245345707576383,-0.4011627906976744,-0.3011,-0.4,0.1414213562373095,False,-0.4619047619047619
C0590,R,House,True,0.0768782712398011,0.0668503665584686,-0.0129627909646323,0.0360502103416093,0.42000000000000004,0.1728,0.21,0.1981161275615895,False,0.2
C0591,D,House,False,-0.3752390039435041,-0.2875192222397201,-0.0159103283188813,0.0401141223614605,-0.7,-1.0,-0.71,0.0223606797749979,False,-0.7375
C0592,R,House,True,0.2394725040900298,0.1521301756986688,0.0423524850404396,0.0382721005933978,0.6979166666666666,0.7028,0.664,0.110589330407594,False,0.6416666666666667
C0597,R,House,True,0.0176655785071078,-0.1073715441664638,0.0148693223350001,-0.0697388661949492,0.02692307692307693,0.1178,0.01,0.0223606797749979,True,-0.024999999999999984
C0610,D,House,True,-0.1835645977736387,-0.1422800065894159,-0.0368281460025997,-0.0654467755077171,-0.5413043478260869,-0.5322,-0.47,0.0447213595499957,False,-0.4272727272727273
